精,精 vitality  セイ  ショウ
洋,洋 ocean  ヨウ
率,"率 lead; ratio  ソツ  リツ  ひき.いる to lead, to command"
抱,"抱 hug  ホウ  だ.く  いだ.く to hug  かか.える to carry, to hold (an object, a burden)"
比,比 compare  ヒ  くら.べる to compare
坂,坂 slope  ハン  さか
評,評 criticism  ヒョウ
装,装 wear  ソウ  ショウ  よそお.う to wear; to pretend
監,監 keep watch  カン
崎,"崎 headland  さき headland, small peninsula"
省,"省 reflect  ショウ  セイ  かえり.みる to reflect  はぶ.く to omit, leave out"
鮮,"鮮 vivid  セン  あざ.やか vivid, fresh, bright"
税,税 tax  ゼイ
激,激 violent  ゲキ  はげ.しい
徳,徳 benevolence  トク
挙,挙 rise up  キョ  あ.がる to rise up  あ.げる to give; to arrest; to quote
志,"志 good intention  シ  こころざ.す to plan, to intend  こころざし"
労,労 labor  ロウ
競,競 compete  キョウ  ケイ  きそ.う  せ.る to compete
処,処 deal with  ショ
退,"退 retreat  タイ  しりぞ.く to retreat, back off  しりぞ.ける to repel"
費,費 spend  ヒ  つい.やす to spend  つい.える to be wasted
非,非 mistake  ヒ
囲,"囲 surround  イ  かこ.む  かこ.う to surround, to enclose"
喜,喜 rejoice  キ  よろこ.ぶ to rejoice
辺,"辺 surroundings  ヘン  あた.り  -べ surroundings, environs"
敷,"敷 spread out  フ  し.く to spread out, to lay"
系,系 system  ケイ
河,河 river  カ  かわ
織,織 weave  ショク  シキ  お.る to weave
製,製 manufacture  セイ
娘,娘 daughter  むすめ
端,端 edge  タン  は  はし  はた
逃,逃 escape  トウ  に.げる  のが.れる to escape  に.がす  のが.す to free
探,探 grope  タン  さぐ.る to grope for  さが.す to search for
極,極 extreme  キョク  ゴク  きわ.める to carry to its end  きわ.まる to reach an extreme  きわ.まり extremity
遺,遺 bequest  イ  ユイ
防,"防 protect  ボウ  ふせ.ぐ to protect, to defend (against)"
低,低 low  テイ  ひく.い  ひく.める to lower  ひく.まる to be lowered
犯,犯 crime  ハン  おか.す to commit a crime
薬,薬 medicine  ヤク  くすり
園,"園 garden  エン  その garden, park"
疑,疑 doubt  ギ  うたが.う to doubt
林,林 wood; trees  リン  はやし wood
導,導 guide  ドウ  みちび.く to be guided
緒,"緒 strap  ショ  チョ  お strap, thong"
静,"静 quiet  セイ  ジョウ  しず.か quiet, still  しず.まる to become still  しず.める to becalm, to quell"
具,具 tool  グ
席,席 seat  セキ
房,房 room  ボウ  ふさ a tassle
速,"速 fast  ソク  はや.い  はや.まる be hasty  はや.める to expedite, to hasten  すみ.やか speedy"
街,"街 town  カイ  ガイ  まち town, thoroughfare, street"
舞,舞 dance  ブ  ま.う to dance  まい
宿,宿 inn  シュク  やど an inn  やど.る to lodge  やど.す to give lodgings
森,森 forest  シン  もり
程,程 extent  テイ  ほど
丸,"丸 round; circle  ガン  まる.い round, circular"
胸,胸 chest  キョウ  むね  むな-
陸,陸 land  リク
倒,倒 fall over  トウ  たお.れる to fall over  たお.す to knock down
寝,"寝 sleep  シン  ね.かす to lay down  ね.る to sleep, to lie down"
宅,宅 home  タク
兄,兄 elder brother; brother  ケイ  キョウ  あに elder brother
療,療 cure  リョウ
絵,絵 picture  カイ  エ
諸,諸 various  ショ
尾,尾 tail  ビ  お
株,株 stock  かぶ
破,"破 tear  ハ  やぶ.る to tear, break  やぶ.れる to get torn, broken"
秋,秋 autumn  シュウ  あき
堂,堂 temple  ドウ
従,従 obey  ジュウ  ショウ  ジュ  したが.う to obey  したが.える to be accompanied by
庭,"庭 courtyard  テイ  にわ courtyard, garden"
管,"管 pipe  カン  くだ pipe, tube"
婦,婦 wife  フ
仲,仲 friend  チュウ  なか friend; go-between
革,革 leather  カク  かわ
余,余 surplus; left over; extra  ヨ  あま.す to leave over  あま.る to be left over
敵,敵 enemy  テキ  かたき
展,展 expand  テン
訪,"訪 visit  ホウ  たず.ねる to visit  おとず.れる to ask, to visit"
担,"担 carry  タン  かつ.ぐ to carry on the shoulder  にな.う to carry, bear"
冷,"冷 cold  レイ  つめ.たい  さ.める to (become) cool  さ.ます to (make) cool  ひ.や cold (sake, water)  ひ.える to get chilly  ひ.やす to chill  ひ.やかす to banter"
効,効 effective  コウ  き.く to be effective
暮,暮 get dark  ボ  く.れる to get dark  く.らす to make a living
腹,"腹 stomach  フク  はら stomach, abdomen"
賞,賞 prize  ショウ
危,"危 dangerous  キ  あぶ.ない  あや.ぶむ to be apprehensive of  👌あや.うく barely, narrowly; almost"
毎,"毎 every, each  マイ"
星,星 star  セイ  ショウ  ほし
許,"許 permit  キョ  ゆる.す to permit, allow, forgive"
復,復 return  フク
似,似 similar  ジ  に.る to be similar to
片,片 right side  ヘン  かた- one of two
並,"並 lined up  ヘイ  なら.ぶ to be lined up, to queue  なら.べる to line up  な.み ordinary; the level of  なら.びに as well as"
底,底 bottom  テイ  そこ
険,険 steep  ケン  けわ.しい
描,"描 draw  ビョウ  か.く  えが.く to draw, depict, portray"
週,週 week  シュウ
修,修 to master  シュウ  シュ  おさ.める
財,財 money  ザイ  サイ
遊,遊 play  ユ  ユウ  あそ.ぶ
温,"温 warm  オン  あたた.か warm, genial  あたた.かい  あたた.まる to get warm  あたた.める to heat"
軽,軽 light  ケイ  かる.い  かろ.やか graceful
録,録 record  ロク
腰,"腰 loins; waist  ヨウ  こし loins, waist, hips"
我,我 I; myself  ガ  われ  わ.が-
著,"著 publish  チョ  あらわ.す to publish, write  いちじる.しい remarkable"
乱,"乱 rebellion  ラン  みだ.す to disturb, disarray  みだ.れる to be mixed up, in disorder"
章,章 chapter  ショウ
雑,雑 miscellaneous  ザツ  ゾウ
殿,殿 palace; lord  テン  デン  との lord  -どの Mr
載,"載 place on  サイ  の.る to be placed on, appear in print  の.せる to place on, publish"
響,響 affect  キョウ  ひび.く to affect; to resound
秘,秘 secret  ヒ  ひ.める to keep secret
布,布 cloth  フ  ぬの
恐,"恐 fear  キョウ  おそ.れる to fear, be afraid of  おそ.ろしい terrible, dreadful"
攻,攻 attack  コウ  せ.める to launch an attack
値,"値 price  チ  ね  あたい price, value"
角,角 corner; horn  カク  かど corner  つの horn
暗,暗 dark  アン  くら.い
習,習 learn  シュウ  なら.う to learn
健,健 healthy  ケン  すこ.やか
仏,仏 Buddha; France  ブツ  ほとけ Buddha
積,"積 load  セキ  つ.む to load, to heap up  つ.もる to be piled up"
裁,"裁 pass judgment  サイ  さば.く to pass judgment, pass judgement  た.つ to cut (cloth etc.)"
試,試 test  シ  ため.す to test  こころ.みる to attempt
夏,夏 summer  カ  ゲ  なつ
隠,"隠 hide  イン  かく.す to hide, to conceal  かく.れる to hide, to be in hiding"
永,永 long time  エイ  なが.い long (time)
誌,誌 document  シ
夢,夢 dream  ム  ゆめ
環,環 surround  カン
援,援 assistance  エン
故,故 strike  コ  ゆえ reason; deceased
幕,幕 curtain  バク  マク
減,減 become less  ゲン  へ.る  へ.らす reduce
略,略 abbreviation  リャク
準,準 semi-  ジュン
委,"委 entrust  イ  ゆだ.ねる to entrust, to abandon oneself to"
痛,"痛 pain  ツウ  いた.い painful  いた.む to hurt, be painful  いた.める to hurt, damage"
富,富 wealth  フ  フウ  とみ  と.む to grow / be wealthy
督,督 coach  トク
倉,倉 storehouse  ソウ  くら
弟,弟 younger brother  ダイ  テイ  デ  おとうと
刻,"刻 chisel; time  コク  きざ.む to chisel, engrave"
鳴,"鳴 chirp  メイ  な.く to chirp, to twitter  な.る to sound, to ring  な.らす to make ring"
令,令 order; command; good  レイ
刊,刊 publish  カン
施,"施 carry out  シ  セ  ほどこ.す to carry out, to give, to bestow"
焼,"焼 roast  ショウ  や.く to roast, bake, burn  や.ける to be burnt"
欲,欲 want  ヨク  ほ.しい  ほっ.する to want
途,途 road  ト
曲,"曲 melody; curve  キョク  ま.がる to curve, to bend (intr)  ま.げる to twist (tr)"
耳,耳 ear  ジ  みみ
完,完 complete  カン
里,里 village  リ  さと
願,"願 request  ガン  ねが.う to request, to petition"
罪,罪 sin  ザイ  つみ
圧,圧 pressure  アツ
額,額 amount  ガク  ひたい forehead
印,"印 sign  イン  しるし sign, mark"
嫌,嫌 disagreeable  ケン  ゲン  いや  きら.う to dislike
池,池 pond  チ  いけ
陽,陽 positive  ヨウ
臣,臣 subject  シン  ジン
庫,庫 warehouse  コ  ク
継,"継 follow  ケイ  つ.ぐ to follow, succeed to, inherit"
亡,"亡 dead  ボウ  モウ  な.い to be deceased, to have ceased to be"
散,"散 scatter  サン  ち.らす to scatter, to distribute  ち.らかす to scatter around  ち.らかる to be in disorder  ち.る to fall (leaves etc)"
障,"障 hinder  ショウ  さわ.る to hinder, hamper"
貴,"貴 precious  キ  たっと.い  とうと.い precious, valuable  たっと.ぶ  とうと.ぶ value, esteem, respect"
農,農 agriculture  ノウ
掛,"掛 hanging  か.かる to be hanging, to cost, to take  か.ける to hang up, to spend, to multiply  -がかり person in charge"
板,板 board  ハン  バン  いた a board
昨,昨 yesterday  サク
整,"整 put in order  セイ  ととの.える to put in order  ととの.う to be put in order, to be prepared"
怒,怒 angry  ド  おこ.る  いか.る to be angry
衆,衆 populace  シュウ  シュ
恋,"恋 love  レン  こい  こい.しい darling, beloved  こ.う to long for"
羽,羽 feather  ウ  はね  わ counter for birds
及,"及 amount to  キュウ  およ.ぶ to amount to, reach  およ.ぼす to exert  およ.び and, as well as"
専,"専 specialist; expert  セン  もっぱ.ら entirely, wholely"
逆,"逆 reverse  ギャク  さか.らう to go against, to oppose  さか upside down"
腕,腕 arm  ワン  うで
盛,"盛 popular  セイ  ジョウ  さか.ん popular; enthusiastic  さか.る prosper, flourish  も.る serve, heap up (food)"
玄,玄 mystery  ゲン
留,留 detain  ル  リュウ  と.める to detain  と.まる to stop
礼,礼 thanks  ライ  レイ
短,短 short  タン  みじか.い
普,普 universal  フ
岩,岩 boulder  ガン  いわ a boulder
竹,竹 bamboo  チク  たけ
児,児 newborn babe  ジ  ニ
毛,毛 fur; hair  モウ  け fur
列,列 row  レツ
恵,"恵 bless  ケイ  エ  めぐ.む to bless, to bestow a favor"
版,版 printing  ハン
授,"授 teach  ジュ  さず.ける to teach, to grant  さず.かる be granted, to be taught"
雪,雪 snow  セツ  ゆき
弾,弾 bounce  ダン  たま bullet  はず.む to bounce  ひ.く to play (an instrument)
宇,宇 eaves  ウ
養,"養 to rear  ヨウ  やしな.う to rear, to support, to cultivate"
驚,"驚 surprised  キョウ  おどろ.く to be surprised  おどろ.かす to surprise, to frighten"
払,払 pay  フツ  はら.う to pay
奈,奈 Nara  ナ
推,"推 infer  スイ  お.す to infer, to deduce; to endorse"
給,給 supply  キュウ
況,況 situation  キョウ
樹,樹 timber  ジュ
為,為 to do  イ
敗,"敗 defeated  ハイ  やぶ.れる to be defeated, frustrated"
雄,雄 male; brave  ユウ  お- brave; male  おす male
捕,"捕 catch  ホ  と.る  と.らえる  つか.まえる to catch, to grasp  と.らわれる  つか.まる to be caught"
刀,刀 sword  トウ  かたな
被,"被 suffer  ヒ  こうむ.る to suffer, to incur, to receive"
雨,雨 rain  ウ  あめ  あま-
岸,"岸 coast  ガン  きし coast, shore, banks"
超,超 exceed  チョウ  こ.す  こ.える to exceed
豊,"豊 plentiful  ホウ  ゆた.か plentiful, abundant"
忘,忘 forget  ボウ  わす.れる to forget
含,"含 include  ガン  ふく.む to include, to contain  ふく.める to include, to add to"
弁,弁 dialect  ベン
植,植 plant  ショク  う.える to plant  う.わる to be planted
妙,妙 strange; mysterious  ミョウ
模,模 imitation  ボ  モ
補,"補 supply  ホ  おぎな.う to supply, to make up for, to compensate for"
抗,抗 resist  コウ
級,級 class  キュウ
休,休 rest  キュウ  やす.む to rest  やす.まる to be rested  やす.める to suspend (use etc.)
暴,"暴 violent  ボウ  バク  あば.れる to get violent  あば.く to expose, disclose"
課,課 lesson  カ
瞬,"瞬 wink  シュン  またた.く to wink, to blink"
称,称 title  ショウ
跡,"跡 trace  セキ  あと trace, tracks"
触,触 touch  ショク  ふ.れる  さわ.る to touch
玉,玉 jewel  ギョク  たま
晴,"晴 clear up  セイ  は.れる to clear up  は.らす to dispel, to clear away"
華,華 China; Chinese  カ  ケ  はな flower; showy; China
因,因 cause  イン  よ.る to depend on
震,"震 tremble  シン  ふる.う  ふる.える to tremble, to shake"
折,"折 break  セツ  お.る to break, fold  おり opportunity; fold  お.れる to break (intr), be folded, yield"
億,億 100 million  オク
肩,肩 shoulder  ケン  かた
劇,劇 dramatic  ゲキ
迎,迎 meet  ゲイ  むか.える to meet; go towards
傷,"傷 wound  ショウ  きず  いた.む to go bad, be damaged  いた.める to injure"
悲,悲 sad  ヒ  かな.しい  かな.しむ to be sad
闘,"闘 fight  トウ  たたか.う to fight, to struggle"
港,"港 harbour  コウ  みなと harbour, port"
責,"責 torture; blame  セキ  せ.める to torture; to blame, accuse"
筋,筋 muscle  キン  すじ
訳,"訳 translate; reason  ヤク  わけ reason, explanation"
除,除 exclude  ジ  ジョ  のぞ.く to exclude; to remove
射,射 to shoot  シャ  い.る
善,"善 virtuous  ゼン  よ.い virtous, good"
刺,刺 to prick  シ  さ.す to stab  さ.さる
黙,黙 silent  モク  だま.る to remain silent
柄,"柄 pattern  ヘイ  え  がら pattern, design"
刑,刑 punishment  ケイ
節,"節 occasion  セツ  セチ  ふし occasion, time"
述,述 say  ジュツ  の.べる to say
輪,輪 wheel  リン  わ
困,"困 distressed  コン  こま.る to be distressed, be in a quandary"
脱,脱 escape  ダツ  ぬ.ぐ to undress  ぬ.げる to come off (clothes etc.)
浅,"浅 shallow  セン  あさ.い shallow, superficial"
鳥,鳥 bird  チョウ  とり
厳,"厳 severe  ゲン  ゴン  きび.しい  おごそ.か dignified, stately"
純,純 pure  ジュン
犬,犬 dog  ケン  いぬ
博,博 doctor  ハク  バク
陣,陣 camp  ジン
薄,"薄 thin  ハク  うす.い  うす.める to dilute  うす.まる to be watered down  うす.れる  うす.らぐ to decline, fade"
阪,阪 slope  ハン
閉,"閉 closed  ヘイ  し.まる to be closed  し.める to close  と.じる to close, to finish  と.ざす to shut, to lock"
吸,"吸 suck  キュウ  す.う to suck, inhale"
奇,奇 strange  キ
忠,忠 loyal  チュウ
韓,韓 Korea  カン
夕,夕 night  セキ  ゆう
固,固 hard  コ  かた.い  かた.まる to harden  かた.める to make hard
染,染 stain  セン  し.み  し.みる to soak in  そ.める to dye  そ.まる to be dyed
巨,巨 huge  キョ
講,講 lecture  コウ
微,"微 minute, slight  ビ"
髪,髪 hair  ハツ  かみ hair (of the head)
標,標 sign  ヒョウ
束,束 bundle  ソク  たば  たば.ねる to tie in a bundle
縁,"縁 affinity; edge  エン  ふち edge, hem, brim"
眠,眠 sleep  ミン  ねむ.る to sleep  ねむ.い sleepy
壁,壁 wall  ヘキ  かべ
午,午 noon  ゴ
般,般 carrier  ハン
湯,湯 hot water  トウ  ゆ
捨,捨 throw away  シャ  す.てる to throw away
駆,"駆 gallop  ク  か.ける to gallop, run  か.る to drive, to spur on"
衣,衣 clothes  イ  ころも
替,替 replace  タイ  か.える to replace  か.わる to be replaced
麻,"麻 flax; flux  マ  あさ flax, hemp"
甲,甲 first  コウ  カン
央,央 centre; center  オウ
藩,藩 clan  ハン
骨,骨 bone  コツ  ほね
齢,齢 age  レイ
易,易 easy  イ  エキ  やさ.しい
照,"照 shine  ショウ  て.る to shine  て.らす to illuminate  て.れる to be shy, to be embarrassed"
迫,"迫 urge  ハク  せま.る to urge, to press; to draw near"
層,層 level  ソウ
踏,踏 step  トウ  ふ.む step on  ふ.まえる to be based on
窓,窓 window  ソウ  まど
弱,"弱 weak  ジャク  よわ.い  よわ.る to weaken, to be troubled  よわ.まる to weaken, to abate  よわ.める to weaken, to break the force of"
討,討 attack  トウ  う.つ to attack
聖,聖 holy  セイ
典,典 ceremony  テン
剣,剣 sword  ケン  つるぎ
症,症 symptom  ショウ
祖,祖 ancestor  ソ
築,"築 construct  チク  きず.く to construct, to make"
納,"納 payment  ノウ  ナッ  ナ  ナン  トウ payment, settlement  おさ.める to supply  おさ.まる to be installed"
勤,勤 work  キン  ゴン  つと.める to work  つと.まる to be fit for
昔,昔 ancient; old  セキ  シャク  むかし ancient
脳,脳 brain  ノウ
便,"便 convenience; tidings  ビン tidings  ベン convenience  たよ.り tidings, news"
適,適 suitable  テキ
弥,弥 increasingly  や
融,融 melt  ユウ
航,航 sailing  コウ
快,"快 comfortable  カイ  こころよ.い comfortable, pleasant, refreshing"
浜,"浜 seashore  ヒン  はま seashore, sands"
郷,郷 hometown  キョウ  ゴウ
翌,翌 following  ヨク
旧,旧 former  キュウ
吹,吹 blow  スイ  ふ.く to blow
惑,"惑 uncertain  ワク  まど.う to be uncertain, bewildered"
柳,柳 willow  リュウ  やなぎ a willow
拠,拠 basis  キョ  コ
奉,"奉 to present  ホウ  ブ  たてまつ.る to present, offer, revere"
筆,筆 writing brush  ヒツ  ふで
壊,"壊 break  カイ  こわ.す to break, smash  こわ.れる to break, fall apart"
換,"換 replace  カン  か.える to replace, to substitute"
益,益 profit  エキ  ヤク
群,"群 flock  グン  む.れ  む.れる to flock together  むら.がる to crowd, to flock"
句,句 verse  ク
属,属 belong to  ゾク
候,候 climate  コウ  そうろう to be
爆,爆 explosion  バク
功,功 achievement  ク  コウ
捜,捜 search  ソウ  さが.す to search
帝,帝 sovereign  テイ
賀,賀 congratulations  ガ
魚,魚 fish  ギョ  さかな  うお
堀,"堀 ditch  ほり ditch, moat"
油,油 oil  ユ  あぶら
怖,怖 frightening  フ  こわ.い
叫,"叫 scream  キョウ  さけ.ぶ to scream, to cry out"
伸,"伸 grow  シン  の.びる to grow  の.ばす to stretch, to let grow  の.べる to lay out (a futon)"
創,創 create  ソウ  つく.る to create
辞,辞 quit  ジ  や.める
泣,泣 to cry  キュウ  な.く
憶,憶 memory  オク
幹,幹 main part  カン  みき trunk
否,否 no  ヒ  いな
露,露 public; dew  ロ  ロウ  つゆ dew
矢,矢 arrow  シ  や
承,"承 acquiesce  ショウ  うけたまわ.る to hear, to be told"
雲,雲 cloud  ウン  くも
握,握 grasp  アク  にぎ.る to grasp
練,"練 polish up  レン  ね.る to polish up, knead, train"
儀,儀 ceremony  ギ
紹,紹 introduce  ショウ
聴,聴 listen  チョウ  き.く to listen
包,包 wrap  ホウ  つつ.む to wrap
庁,庁 government office  チョウ
測,測 measure  ソク  はか.る
占,"占 occupy  セン  し.める to occupy, hold  うらな.う to tell fortunes"
混,混 mix  コン  ま.ぜる to mix  ま.ざる  ま.じる to be mixed  こ.む to be crowded
倍,倍 double  バイ
乳,乳 milk  ニュウ  ち  ちち breasts
襲,襲 attack  シュウ  おそ.う to attack
借,借 borrow  シャク  か.りる to borrow
徴,徴 sign  チョウ
荒,"荒 violent  コウ  あら.い violent, rough  あ.れる to be rough, stormy  あ.らす to lay waste"
詰,詰 cram  キツ  つ.める to cram into  つ.まる to be packed  つ.む to be checkmated
飯,"飯 boiled rice  ハン  めし boiled rice, food"
栄,"栄 shine  エイ  は.える to shine, to look attractive  は.え  さか.える to shine, to be brilliant"
床,床 floor  ショウ  ゆか  とこ bed
丁,丁 block  チョウ  テイ
憲,憲 constitution  ケン
則,則 rule  ソク
禁,禁 prohibition  キン
順,順 sequence; obey  ジュン
駅,駅 station  エキ
閣,閣 tower  カク
昼,"昼 noon  チュウ  ひる noon, daytime"
枚,枚 sheet  マイ
救,"救 rescue  キュウ  すく.う to rescue, save"
厚,厚 thick  コウ  あつ.い
皮,"皮 skin  ヒ  かわ skin, leather"
陰,"陰 shadow  イン  かげ  かげ.る to darken, to get dark"
繰,"繰 to wind  く.る to wind, reel, spin"
那,那 what?  ナ
冬,冬 winter  トウ  ふゆ
輸,輸 transport  ユ
操,"操 control  ソウ  あやつ.る to control  みさお chastity, faith"
騒,騒 noise  ソウ  さわ.ぐ to make a noise
己,己 self  コ  キ  おのれ
濃,"濃 thick  ノウ  こ.い thick, dense, dark"
魔,魔 witch  マ
遅,遅 late  チ  おそ.い  おく.れる to be late  おく.らす to make late
簡,簡 simplicity  カン
撮,撮 take a picture  サツ  と.る to take (a picture)
携,携 carry  ケイ  たずさ.える to carry in one's hands  たずさ.わる to engage in
姉,姉 elder sister  シ  あね
隣,"隣 next door  リン  となり next door, neighboring  とな.る to neighbor"
孫,孫 grandchild  ソン  まご
丈,"丈 stature  ジョウ  たけ stature, length"
煙,煙 smoke  エン  けむり  けむ.る to smoke (chimney etc.)  けむ.い smoky
黄,黄 yellow  オウ  コウ  き
曜,曜 day of the week  ヨウ
宣,宣 announcement  セン
徒,徒 junior  ト
届,"届 arrive  とど.く to arrive  とど.ける to notify, to deliver"
遣,"遣 use  ケン  つか.う to use, to employ  つか.わす to dispatch"
訴,"訴 accuse  ソ  うった.える to accuse, to sue; to appeal to, to resort to"
絡,"絡 entangled  ラク  から.まる to be entangled, to be entwined  から.む to get in a tangle with  から.める to entwine"
茂,茂 overgrown  モ  しげ.る to grow thickly
採,"採 take on  サイ  と.る to take on, adopt, employ"
釣,釣 fish  チョウ  つ.る to fish
批,批 criticism  ヒ
誘,誘 invite  ユウ  さそ.う to invite
核,核 core  カク
哲,哲 wisdom  テツ
豪,豪 magnificent  ゴウ
傾,"傾 tilt  ケイ  かたむ.く  かたむ.ける to tilt, to incline, to lean"
締,締 close  テイ  し.める to close; to fasten  し.まる to be closed
欠,欠 lack  ケツ  か.く to lack  か.ける to be lacking
鹿,鹿 deer  しか  か
就,"就 employed  シュウ  ジュ  つ.く to be employed, take (a seat)  つ.ける to employ"
迷,迷 perplexed  メイ  まよ.う to be perplexed
滅,滅 destroy  メツ  ほろ.ぼす to destroy  ほろ.びる to be destroyed
仰,仰 respect  コウ  ギョウ  あお.ぐ to respect; to look up to/at  おお.せ (another's) wishes
瀬,"瀬 rapids  せ rapids, currents"
洗,洗 wash  セン  あら.う to wash
互,"互 mutual  ゴ  たが.い mutual, reciprocal"
鼻,鼻 nose  ビ  はな
致,致 to do  チ  いた.す
伏,伏 prostrate  フク  ふ.す to prostrate onself  ふ.せる lay (face) down
宝,宝 treasure  ホウ  たから
杉,杉 cedar  すぎ
患,"患 suffer  カン  わずら.う to suffer (from), to be ill"
審,審 hearing  シン
才,才 genius  サイ
延,"延 prolong  エン  の.ばす to prolong, lengthen  の.びる to be delayed, postponed  の.べる to postpone"
律,律 law  リツ  リチ
希,希 rare  キ
避,避 avoid  ヒ  さ.ける to avoid
揺,"揺 shake  ヨウ  ゆ.る  ゆ.する  ゆ.さぶる  ゆ.すぶる to shake (something)  ゆ.れる  ゆ.るぐ to tremble, to shake  ゆ.らぐ to be (emotionally) shaken"
甘,"甘 sweet  カン  あま.い sweet, indulgent  あま.える to behave like a spoiled child  あま.やかす to pamper"
湾,湾 gulf; inlet  ワン
浦,"浦 inlet  うら inlet, bay"
沈,沈 sink  チン  しず.む to sink  しず.める to make sink
至,"至 reach  シ  いた.る to reach, to lead to"
販,"販 sell  ハン sell, trade; marketing"
裕,裕 abundant  ユウ
更,更 again  コウ  さら  ふ.ける grow late  ふ.かす stay up late
盟,盟 allegiance  メイ
欧,欧 Europe  オウ
執,執 hold on to  シツ  シュウ  と.る
崩,"崩 fall to pieces  ホウ  くず.れる to fall to pieces, to collapse  くず.す to destroy, to pull down"
鬼,鬼 ogre  キ  おに
酸,"酸 acid  サン  す.い acid, sour"
砂,砂 sand  サ  シャ  すな
尊,"尊 precious  ソン  たっと.い  とうと.い precious, dear, exalted  たっと.ぶ  とうと.ぶ to set a high value on, to esteem highly"
拡,拡 broaden  カク
紅,紅 deep red  コウ  ク  くれない  べに lipstick
漢,漢 Chinese  カン
複,複 double  フク
歯,歯 tooth  シ  は
泊,"泊 stay  ハク  と.まる to stay, to lodge overnight  と.める to give lodgings"
銃,銃 gun  ジュウ
荷,荷 baggage  カ  に
維,維 fiber  イ
盗,盗 steal  トウ  ぬす.む to steal
枝,枝 branch  シ  えだ
縄,縄 rope  ジョウ  なわ
詩,詩 poetry  シ
廃,"廃 fall into disuse  ハイ  すた.れる to fall into disuse, become obsolete  すた.る to be disgraced"
充,充 allot  ジュウ  あ.てる to allot
依,依 reliant  イ  エ
鏡,鏡 mirror  キョウ  かがみ
幼,"幼 very young  ヨウ  おさな.い very young; childish, immature, infantile"
仮,"仮 temporary  カ  ケ  かり temporary, provisional, tentative"
吐,"吐 spit  ト  は.く to spit, vomit"
慣,慣 get used to  カン  な.れる to get used to  な.らす to tame
請,"請 beg  セイ  シン  こ.う to beg, ask for  う.ける to obtain"
晩,晩 nightfall  バン
眺,"眺 watch  チョウ  なが.める to watch, gaze at"
沖,沖 offshore  チュウ  おき offshore; open sea
斬,斬 kill  ザン  き.る to kill
躍,躍 dance  ヤク  おど.る to dance
威,威 intimidating  イ
勇,"勇 brave  ユウ  いさ.む to be brave, lively, spirited"
屈,屈 yield  クツ
勘,勘 intuition  カン
徹,徹 go through  テツ
斎,斎 purification  サイ
謝,謝 apologize  シャ  あやま.る to apologize
昇,昇 climb  ショウ  のぼ.る to climb
艦,艦 warship  カン
寿,寿 longevity  ジュ  ス  ことぶき
催,"催 hold a meeting  サイ  もよう.す to hold (a meeting), to sponsor"
舎,舎 house  シャ
仁,仁 humanity  ジン  ニン  ニ
菜,"菜 vegetable  サイ  な vegetable, side dish, greens"
季,季 season  キ
衝,衝 collide  ショウ
液,液 fluid  エキ
箱,箱 box  はこ
到,到 arrive  トウ
券,券 certificate  ケン
脚,脚 leg  キャク  キャ  あし
虎,虎 tiger  コ  とら
祭,"祭 festival  サイ  まつ.り  まつ.る to deify, enshrine"
潮,潮 tide  チョウ  しお
袋,袋 sack  タイ  ふくろ a sack
穴,穴 hole  ケツ  あな
怪,"怪 skeptical  カイ  ケ  あや.しい suspicious-looking, dubious  あや.しむ to be skeptical, to doubt"
仙,仙 hermit  セン
燃,燃 burn  ネン  も.える to be burning  も.す  も.やす to make burn
輝,輝 shine  キ  かがや.く to shine
緊,緊 tight  キン
頂,"頂 presented  チョウ  いただ.く to be presented with, crowned  いただき summit, top"
唇,唇 lips  シン  くちびる
杯,"杯 cup  ハイ  さかずき cup, goblet"
忍,忍 endure  ニン  しの.ぶ to endure; lie hidden  しの.ばせる to conceal
毒,毒 poison  ドク
狂,狂 mad  キョウ  くる.う to go mad  くる.おしい to be nearly mad (with worry / grief)
札,"札 label  サツ  ふだ label, tag"
狙,狙 target  ソ  ねら.い  ねら.う to aim at
牛,牛 cow  ギュウ  うし
奪,"奪 snatch  ダツ  うば.う to snatch (away), to take by force, to steal"
診,"診 diagnosis  シン  み.る to diagnose, examine"
竜,竜 dragon  リュウ  たつ
脇,脇 armpit  わき
債,債 debt  サイ
鈴,鈴 small bell  レイ  リン  すず a small bell
僧,僧 Buddhist priest; monk  ソウ
卒,卒 graduate; soldier  ソツ
掲,掲 put up a sign  ケイ  かか.げる to put up a sign; to publish
伯,伯 chief; uncle  ハク
副,副 assistant  フク
皆,皆 everyone  カイ  みな
敬,"敬 respect  ケイ  うやま.う to respect, revere"
熊,熊 bear  くま a bear
針,針 needle  シン  はり
妹,妹 younger sister  マイ  いもうと
拝,"拝 pray  ハイ  おが.む to pray, to venerate"
浴,"浴 shower  ヨク  あ.びる to shower, to bask in  あ.びせる to pour on"
浪,浪 wandering  ロウ
梅,梅 plum tree  バイ  うめ
悩,"悩 troubled  ノウ  なや.む to be troubled  なや.ます to bother, annoy"
看,看 watch over  カン
俊,俊 genius  シュン
汚,"汚 dirty  オ  きたな.い  けが.す to defile, stain  けが.れる to be defiled  けが.らわしい dirty, defiled  よご.す to make dirty  よご.れる to be dirty"
摘,"摘 pluck  テキ  つ.む to pluck, pick, nip"
灯,灯 lamp  トウ  ひ
項,項 paragraph  コウ
霊,"霊 ghost  レイ  リョウ  たま ghost, spirit, soul"
坊,坊 boy  ボウ  ボッ
