尻,"尻 butt  しり butt, buttocks"
垣,垣 hedge  かき
慢,慢 ridicule  マン
扱,扱 handle  あつか.う to handle  あつか.い handling
渉,渉 ford  ショウ
招,"招 beckon  ショウ  まね.く to beckon, invite"
涙,涙 tears  ルイ  なみだ
如,如 same  ジョ  ニョ
停,停 halt  テイ
寒,寒 cold  カン  さむ.い
了,了 complete  リョウ
縮,"縮 shrink  シュク  ちぢ.む to shrink, be diminished  ちぢ.まる to be shortened  ちぢ.める to abridge  ちぢ.らす to crinkle, crimp  ちぢ.れる to be frizzled, curly"
詳,詳 detailed  ショウ  くわ.しい
旦,旦 dawn  タン  ダン
汗,汗 sweat  カン  あせ
恥,恥 shame  チ  はじ  は.じる to feel ashamed  は.じらう to be shy  は.ずかしい ashamed
慮,慮 consideration  リョ
雅,雅 elegant  ガ
砲,砲 cannon  ホウ
謀,謀 plan  ボウ  ム  はか.る to plan
懐,"懐 nostalgic  カイ  なつ.かしむ to look back nostalgically  なつ.かしい  なつ.ける to win over, to endear  なつ.く to get attached to  ふところ bosom; purse; pocket"
愚,愚 foolish  グ  おろ.か
郵,郵 mail  ユウ
舌,舌 tongue  ゼツ  した
駄,駄 pack horse  ダ
奴,奴 guy  ド
幅,"幅 breadth  フク  はば breadth, width; range; influence"
豆,豆 bean  トウ  ズ  まめ
童,童 child  ドウ  わらべ a child
又,又 again  また
銭,"銭 money  セン  ぜに money, coins"
抑,"抑 suppress  ヨク  おさ.える to suppress, to control"
侍,侍 samurai  ジ  さむらい
疲,疲 fatigue  ヒ  つか.れる to be tired
虫,虫 insect  チュウ  むし
宙,宙 mid-air  チュウ
埋,埋 bury  マイ  う.める to bury  う.まる be buried  う.もれる be buried (in oblivion)
範,範 example  ハン
舟,舟 boat  シュウ  ふね  ふな-
闇,闇 darkness  やみ
棒,棒 pole  ボウ
貨,貨 freight  カ
肌,"肌 skin  はだ skin, complexion"
臓,臓 entrails  ゾウ
塩,塩 salt  エン  しお
潜,潜 lie hidden  セン  ひそ.む to lie hidden  もぐ.る to dive into
酔,"酔 drunk  スイ  よ.う to be drunk, feel sick"
呂,呂 spine; ロ sound  リョ  ロ
還,還 send back  カン
丹,丹 rust; vermilion  タン
亜,亜 Asia  ア
亀,亀 turtle  キ  かめ
沼,"沼 marsh  ショウ  ぬま marsh, bog"
巡,巡 patrol  ジュン  めぐ.る to patrol
均,均 level  キン
湖,湖 lake  コ  みずうみ
臭,臭 foul-smelling  シュウ  くさ.い  にお.う to smell (bad)
慶,慶 jubilation  ケイ
距,距 distance  キョ
釈,釈 explanation  シャク
侵,侵 invade  シン  おか.す to invade
僚,僚 companion  リョウ
貧,貧 poor  ヒン  ビン  まず.しい
損,"損 injure  ソン  そこ.なう  そこ.ねる to injure, to harm"
悟,"悟 enlightenment  ゴ  さと.る to be enlightened, to realise"
膝,膝 knee  ひざ
猫,猫 cat  ビョウ  ねこ
隆,隆 prosperity  リュウ
裂,"裂 tear  レツ  さ.く to tear (tr), to split  さ.ける to be torn, to be split, to burst"
尋,"尋 inquire  ジン  たず.ねる to inquire, to seek"
貸,貸 lend  タイ  か.す to lend
旗,"旗 flag  キ  はた flag, banner"
羅,羅 gauze  ラ
揮,揮 brandish  キ
辛,辛 spicy  シン  から.い
票,票 ballot  ヒョウ
稲,稲 rice plant  トウ  いね  いな-
胞,胞 placenta  ホウ
双,双 pair  ソウ  ふた
懸,懸 hang  ケ  ケン  か.ける to hang  か.かる to be hanging
稿,稿 manuscript  コウ
塚,"塚 hillock  つか hillock, mound"
盤,盤 tray  バン
災,災 disaster  サイ  わざわ.い
曹,曹 cadet  ソウ
尽,"尽 exhausted  ジン  つ.きる to be exhausted  つ.くす to use up, exhaust  つ.かす to be disgusted with, give up on"
嫁,"嫁 marry into  カ  とつ.ぐ to marry (into, off)  よめ bride"
繁,繁 luxuriant  ハン
即,即 an instant  ソク
軒,軒 building  ケン  のき eaves
績,績 achievement  セキ
帳,帳 notebook  チョウ
飾,飾 decorate  ショク  かざ.る to decorate
沿,"沿 run parallel to  エン  そ.う to run parallel to, follow, run along"
獲,獲 seize  カク  え.る to seize
伴,伴 accompany  ハン  バン  ともな.う to accompany
唐,"唐 T'ang Dynasty  トウ  から T'ang Dynasty, China"
狭,狭 narrow  キョウ  せま.い  せば.まる to become narrow  せば.める to make narrow
干,"干 dry; drying frame  カン  ひ.る to get dry  ほ.す to dry (something), to air"
添,"添 accompany  テン  そ.う to accompany  そ.える to add (to), to append"
剤,剤 dose  ザイ
姓,姓 surname  セイ  ショウ
誤,"誤 error  ゴ  あやま.る to err, to make a mistake"
魅,魅 charming  ミ
契,"契 pledge  ケイ  ちぎ.る to pledge, vow, promise"
掘,掘 dig  クツ  ほ.る to dig
邪,邪 evil  ジャ
挑,挑 challenge  チョウ  いど.む to challenge
免,"免 escape  メン  まぬか.れる to escape, be exempted from"
爵,爵 baron  シャク
択,択 selection  タク
籍,籍 register  セキ
珍,"珍 rare  チン  めずら.しい rare, unusual"
廊,廊 corridor  ロウ
析,析 take apart  セキ
訓,訓 teaching  クン
預,預 deposit  ヨ  あず.ける to deposit  あず.かる to receive on deposit
輩,輩 colleague  ハイ
敏,敏 cleverness  ビン
署,署 station; signature  ショ
鶴,鶴 crane  つる
虚,虚 void  キョ  コ
努,"努 work  ド  つと.める to work, to toil"
往,往 journey  オウ
趣,"趣 gist  シュ  おもむき gist, purport; appearance"
烈,烈 intense  レツ
索,索 searching  サク
匂,匂 fragrant  にお.い  にお.う to be fragrant
漁,漁 fishing  ギョ  リョウ
摩,摩 chafe  マ
菊,菊 chrysanthemum  キク
緑,緑 green  ロク  リョク  みどり
滑,滑 slide  カツ  コツ  すべ.る to slide  なめ.らか smooth
沙,沙 sand  サ
裸,裸 naked  ラ  はだか
孝,孝 filial piety  コウ
綱,綱 rope  コウ  つな
邸,邸 mansion  テイ
勉,勉 exertion  ベン
邦,邦 home country  ホウ
揚,"揚 raise  ヨウ  あ.げる to raise, hoist  あ.がる to be raised up"
卓,卓 superior; table  タク
騎,騎 equestrian  キ
墓,墓 grave  ボ  はか
姫,姫 princess  ひめ
畳,畳 fold  ジョウ  たた.む to fold up  たたみ tatami
孔,孔 cavity  コウ
耐,"耐 endure  タイ  た.える to endure, bear"
須,須 ought  ス
臨,"臨 to face  リン  のぞ.む to face, look out on"
献,献 offering  ケン  コン
脈,脈 vein  ミャク
咲,"咲 blossom  さ.く to blossom, bloom"
貿,貿 trade  ボウ
芝,芝 lawn  しば
踊,"踊 dance  ヨウ  👌おど.り a dance  おど.る to jump, to dance"
唱,唱 chant  ショウ  とな.える to chant; advocate
封,封 seal  フウ  ホウ
亭,亭 pavilion  テイ
誕,誕 birth  タン
貫,貫 pierce  カン  つらぬ.く to pierce
兆,"兆 sign  チョウ  きざ.し sign, indication  きざ.す to show signs (of)"
偽,"偽 lie  ギ  いつわ.る to lie  にせ imitation, false"
奮,奮 lively  フン  ふる.う to be lively
桜,桜 cherry tree  オウ  さくら
熟,"熟 come to fruition  ジュク  う.れる to come to fruition, to ripen"
柱,柱 pillar  チュウ  はしら
排,排 reject  ハイ
透,透 transparent  トウ  す.く  す.ける to be transparent  す.かす to look through
棄,棄 abandon  キ
駐,駐 stop over  チュウ
削,"削 sharpen  サク  けず.る to sharpen, plane, shave"
奏,奏 play an instrument  ソウ  かな.でる to play an instrument
幻,"幻 illusion  ゲン  まぼろし illusion, phantasm"
祝,祝 celebrate  シュク  シュウ  いわ.う to celebrate
麗,"麗 lovely  レイ  うるわ.しい lovely, fine"
逮,逮 apprehend  タイ
誠,"誠 sincere  セイ  まこと sincerity, truth"
炎,"炎 blaze  エン  ほのお blaze, flame"
炭,"炭 coal  タン  すみ coal, charcoal"
椅,椅 chair  イ
寛,寛 lenient  カン
斉,斉 equal  セイ
穂,穂 ear (of a plant)  スイ  ほ
柔,柔 soft  ジュウ  ニュウ  やわ.らかい
幾,"幾 how many  キ  いく- how many, how much"
兼,兼 double  ケン  か.ねる to be unable to; to double up as
飼,"飼 raise animals  シ  か.う to raise (animals), rear"
促,"促 press (into action)  ソク  うなが.す to press, to stimulate"
雇,雇 employ  コ  やと.う to employ
乾,"乾 dry up  カン  かわ.く to dry up  かわ.かす to dry, desiccate"
尚,尚 furthermore  ショウ
彩,"彩 to color  サイ  いろど.る to color, to paint"
鋭,鋭 sharp  エイ  するど.い
暖,"暖 warm  ダン  あたた.か warm, genial  あたた.かい  あたた.まる to get warm  あたた.める to heat"
俗,俗 vulgar  ゾク
較,較 compare  カク
傍,傍 bystander  ボウ  かたわ.ら alongside
肝,肝 liver  カン  きも
畑,畑 cultivated field  はた  はたけ
峰,"峰 summit  ホウ  みね summit, peak"
氷,氷 ice  ヒョウ  ひ  こおり
抵,抵 resist  テイ
恩,恩 grace  オン
誇,"誇 boast  コ  ほこ.る to boast of, be proud of"
網,"網 mesh  モウ  あみ mesh, net"
隅,"隅 corner  グウ  すみ corner, niche"
渋,"渋 astringent  ジュウ  しぶ  しぶ.い astringent, sour  しぶ.る to be reluctant"
冊,冊 volume  サツ  サク
賛,賛 agreement  サン
糸,糸 thread  シ  いと
魂,"魂 soul  コン  たましい soul, spirit"
牧,牧 pasture  ボク  まき
控,"控 restrain oneself  コウ  ひか.える to restrain oneself, to refrain; to be withdrawn"
紛,"紛 confused  フン  まぎ.れる to be confused  まぎ.らわす to make confusing  まぎ.らわしい ambiguous, confusing  まぎ.らす to divert, distract"
募,募 appeal for  ボ  つの.る to appeal for; to become stronger
戒,"戒 warn  カイ  いまし.める to warn, admonish"
没,没 sink  ボツ
既,既 already  キ  すで.に
股,股 thigh  コ  また crotch; tines (of a fork)
脅,"脅 threaten  キョウ  おど.す  おど.かす  おびや.かす to threaten, to intimidate"
征,征 subjugate  セイ
覆,"覆 overturned  フク  くつがえ.る to be overturned  くつがえ.す to overturn  おお.う to conceal, disguise"
郡,郡 county  グン
丘,丘 hill  キュウ  おか
佳,佳 beautiful  カ
叔,叔 uncle  シュク
託,託 entrust  タク
哀,"哀 piteous  アイ  あわ.れ piteous, sorrowful  あわ.れむ to feel pity"
肥,"肥 manure  ヒ  こえ  こ.える to grow fat  こ.やす to fertilize  こ.やし fertilizer, manure"
朗,朗 cheerful  ロウ  ほが.らか cheerful; melodious
慎,"慎 discreet  シン  つつし.む to be discreet, to be modest, to be restrained"
悠,悠 permanence  ユウ
眉,眉 eyebrow  ビ  ミ  まゆ
拒,拒 refuse  キョ  こば.む to refuse
概,概 approximate  ガイ
顧,"顧 reflect  コ  かえり.みる to reflect, to look back"
硬,硬 hard  コウ  かた.い
腐,腐 go bad  フ  くさ.る  くさ.らす  くさ.れる to go bad
塗,塗 paint  ト  ぬ.る to paint
挨,挨 push open  アイ
孤,孤 alone  コ
拶,拶 imminent  サツ
憎,"憎 hate  ゾウ  にく.む to hate  にく.しみ hatred  にく.い  にく.らしい odious, hateful"
却,却 withdraw  キャク
泥,泥 mud  デイ  どろ
賊,賊 burglar  ゾク
荘,荘 villa  ソウ
匠,匠 artisan  ショウ
悔,"悔 regret  カイ  く.いる  く.やむ to regret  くや.しい vexing, disappointing"
獄,獄 prison  ゴク
滞,滞 stay over  タイ  とどこお.る to pile up (work etc)
脂,"脂 fat  シ  あぶら fat, grease"
粉,"粉 flour  フン  こな  こ flour, powder"
遇,遇 entertain  グウ
淡,"淡 thin  タン  あわ.い thin, pale, faint"
購,購 purchase  コウ
併,"併 combine  ヘイ  あわ.せる to combine, put together, unite"
崇,崇 respect  スウ
唯,唯 only  ユイ  イ
垂,"垂 hang down; hanging  スイ  た.らす to hang down, to suspend  た.れる to be dangling, to drip"
詞,詞 part of speech  シ
岐,岐 branch off  キ  ギ
俳,俳 actor; haiku  ハイ
筒,"筒 cylinder  トウ  つつ cylinder, tube, pipe"
斜,"斜 diagonal  シャ  なな.め diagonal, oblique"
嬢,嬢 lass  ジョウ
陥,"陥 fall into  カン  おちい.る to fall into  おとしい.れる to let fall into, trick"
掃,掃 sweep  ソウ  は.く to sweep
償,償 make reparations  ショウ  つぐな.う to make reparations
鑑,鑑 example  カン  かんが.みる to take into account
勧,"勧 persuade  カン  すす.める to persuade, encourage"
葬,"葬 bury  ソウ  ほうむ.る to bury, inter"
焦,"焦 impatience  ショウ  あせ.る to be impatient  こ.げる to be burned, to be scorched  こ.がす to burn, to scorch  こ.がれる to yearn for, to be in love with"
剛,剛 sturdy  ゴウ
膨,"膨 swell  ボウ  ふく.らむ to swell, bulge, expand  ふく.れる to swell; to sulk"
廷,廷 court  テイ
紫,紫 purple  シ  むらさき
銘,銘 inscription  メイ
鎌,鎌 sickle  かま a sickle
菌,菌 germ  キン
稼,"稼 work  カ  かせ.ぐ to work, earn a living"
偶,偶 accidentally  グウ
譲,"譲 yield  ジョウ  ゆず.る to yield, concede; to transfer, assign"
随,随 follow  ズイ
猛,猛 fierce  モウ
遂,"遂 accomplish  スイ  と.げる accomplish, attain"
冒,"冒 to brave  ボウ  おか.す to brave, risk"
泰,泰 peaceful  タイ
翼,翼 wing  ヨク  つばさ
忙,忙 busy  ボウ  いそが.しい
凄,凄 weird  セイ
序,序 preface  ジョ
扉,扉 door  ヒ  とびら
是,是 just so  ゼ
寸,寸 inch  スン
賃,賃 wages  チン
偵,偵 spy  テイ
澄,澄 become clear  チョウ  す.む to become clear  す.ます to make clear
殊,"殊 distinctive  シュ  こと distinctive, particular"
緩,"緩 loose  カン  ゆる.い  ゆる.やか gentle, lenient  ゆる.む to be/become loose  ゆる.める to loosen"
頑,頑 stubborn  ガン
塔,塔 pagoda  トウ
賢,賢 wise  ケン  かしこ.い
拾,拾 pick up  シュウ  ジュウ  ひろ.う to pick up
紋,紋 family crest  モン
麦,"麦 wheat  バク  むぎ wheat, barley"
糖,糖 sugar  トウ
煮,煮 boil  シャ  に.る to boil  に.える to be boiled  に.やす to boil (esp. emotions)
芳,芳 fragrant  ホウ  かんば.しい
刷,刷 print  サツ  す.る to print
惨,"惨 miserable  サン  ザン  みじ.め miserable, wretched"
歓,歓 delight  カン
虐,"虐 tyrannize  ギャク  しいた.げる to tyrannize, oppress"
喉,喉 throat  コウ  のど
旨,旨 content; purport  シ  むね
凝,"凝 congeal  ギョウ  こ.らす to concentrate (on), to strain  こ.る to get stiff; be absorbed in"
圏,圏 range  ケン
卵,卵 egg  ラン  たまご
拭,"拭 wipe  ショク  ぬぐ.う to wipe, to get rid of  ふ.く to wipe, to dry"
涯,涯 shore  ガイ
貞,貞 upright  テイ
堅,"堅 tough  ケン  かた.い tough, hard, strict"
倫,倫 principle  リン
壇,壇 podium  ダン  タン
呉,呉 give  ゴ
械,械 contraption  カイ
暇,暇 free time  カ  ひま
皿,皿 dish  さら
貌,貌 appearance  ボウ
塞,"塞 close up  サイ  ソク  ふさ.ぐ to close up (a wound), block up  ふさ.がる to be occupied (seat etc)"
噴,"噴 erupt  フン  ふ.く to erupt, sprout"
婆,婆 old woman  バ
岳,岳 mountain peak  ガク  たけ
祈,祈 pray  キ  いの.る to pray
蹴,蹴 kick  シュウ  け.る to kick
鍵,鍵 key  ケン  かぎ key; lock
膳,膳 tray  ゼン
尺,尺 shaku  シャク
罰,罰 punishment  バツ  バチ
漏,"漏 leak  ロウ  も.る  も.れる to leak  も.らす to let leak, to divulge"
灰,灰 ash  カイ  はい ashes
朱,朱 scarlet  シュ
召,召 summon  ショウ  め.す to summon
覧,覧 look at  ラン
漂,"漂 drift about  ヒョウ  ただよ.う to drift about, float"
汁,"汁 soup  ジュウ  しる soup, juice"
溶,"溶 dissolve  ヨウ  と.ける to dissolve, to melt  と.く  と.かす to dissolve (tr), to (cause to) melt"
寂,"寂 lonely  ジャク  セキ  さび.しい  さび elegant simplicity  さび.れる to go downhill, to decline"
嘆,"嘆 regrettable  タン  なげ.かわしい regrettable, deplorable  なげ.く to regret, grieve, lament"
泳,泳 swim  エイ  およ.ぐ
禅,禅 Zen  ゼン
浄,浄 clean  ジョウ
酷,酷 cruel  コク
刃,刃 blade  ジン  は
漫,漫 random  マン
磨,"磨 polish  マ  みが.く to polish, grind"
霧,霧 fog  ム  きり
暑,暑 hot (weather)  ショ  あつ.い
粒,粒 grain  リュウ  つぶ a grain
喫,喫 eat; drink; smoke  キツ
棚,棚 shelf  たな
袖,袖 sleeve  シュウ  そで
壮,壮 manly  ソウ
旬,旬 season  シュン  ジュン
机,机 desk  キ  つくえ
彫,"彫 sculpt  チョウ  ほ.る to sculpt, to carve"
靴,靴 shoes  カ  くつ
需,需 need  ジュ
偉,"偉 illustrious  イ  えら.い illustrious, famous"
鎖,鎖 chain  サ  くさり a chain
潰,潰 destroy  カイ  つぶ.す to destroy  つぶ.れる to be destroyed
貯,貯 savings  チョ
匹,匹 counter for animals  ヒツ  ひき
縦,"縦 vertical  ジュウ  たて vertical, length"
粧,粧 cosmetics  ショウ
綿,綿 cotton  メン  わた
慌,"慌 disconcerted  コウ  あわ.ただしい disconcerted, hassled, busy, hurried, confused  あわ.てる to be in a rush"
穏,"穏 calm  オン  おだ.やか calm, tranquil"
贈,"贈 to present  ゾウ  おく.る to present, to give"
枠,枠 framework  わく
謎,謎 riddle  なぞ
誉,"誉 glory  ヨ  ほま.れ glory, honour"
逸,逸 idle  イツ
駒,"駒 pony; pawn  こま pony; pawn (in shogi, chess, etc.)"
凍,"凍 freeze  トウ  こお.る to freeze  こご.える to be chilled, numbed, frozen"
惜,"惜 regret  セキ  お.しい regrettable, precious, wasteful  お.しむ to regret, value; to be frugal"
措,措 set aside  ソ
瓶,瓶 flower pot  ビン
晶,晶 clear  ショウ
琴,琴 koto  キン  こと koto (Japanese harp)
摂,摂 absorb  セツ
拍,拍 clap  ハク  ヒョウ
稽,稽 think  ケイ
礎,"礎 cornerstone  ソ  いしずえ cornerstone, foundation"
遭,遭 meet  ソウ  あ.う to meet (often with negative nuance); to encounter
帽,帽 cap  ボウ
掌,掌 palm  ショウ
鍋,鍋 pot  なべ
弓,弓 bow  キュウ  ゆみ a bow
克,克 overcome  コク
据,据 to put into position  す.える  す.わる to sit
胆,胆 gall bladder  タン
跳,"跳 jump  チョウ  は.ねる to jump, to leap  と.ぶ to vault"
縛,縛 bind  バク  しば.る to bind
鎮,"鎮 quieten  チン  しず.める to quieten, to tranquilize  しず.まる to become quiet"
雷,雷 thunder  ライ  かみなり
涼,涼 refreshing  リョウ  すず.しい  すず.む to cool oneself off
恨,"恨 bear a grudge  コン  うら.む to bear a grudge  うら.めしい resentful, regretful"
顕,顕 appear  ケン
殖,"殖 increase  ショク  ふ.える to increase, to swell  ふ.やす to augment, multiply"
寧,寧 preferable  ネイ
湧,"湧 gush  ユウ  わ.く to gush, spring up, breed"
棋,棋 chess piece  キ
巧,"巧 skill  コウ  たく.み skill, adroitness"
浸,浸 to soak  シン  ひた.す  ひた.る to be soaked
秒,秒 a second  ビョウ
桃,桃 peach tree  トウ  もも
隔,"隔 to set apart  カク  へだ.てる to set apart, to separate, to isolate  へだ.たる to be distant from"
班,班 squad  ハン
甚,"甚 excessive  ジン  はなは.だしい excessive, severe  はなは.だ immensely, greatly"
妊,妊 pregnant  ニン
祉,祉 welfare  シ
獣,"獣 beast  ジュウ  けもの beast, animal"
疾,疾 rapidly  シツ
塾,塾 cram school  ジュク
潟,潟 lagoon  かた  -がた
湿,湿 damp  シツ  しめ.る to be/become damp  しめ.す to moisten
撲,撲 slap  ボク
塊,"塊 clod  カイ  かたまり clod, lump"
絞,絞 wring (out)  コウ  しぼ.る to wring; to squeeze  し.める to wring; to strangle  し.まる to be strangled; to be constricted
履,"履 wear  リ  は.く to wear (shoes, trousers)"
苗,苗 seedling  ビョウ  なわ-  なえ
芋,芋 potato  いも
冗,冗 superfluous  ジョウ
陶,陶 pottery  トウ
励,励 encourage  レイ  はげ.ます to encourage  はげ.む to strive
陳,陳 exhibit  チン
猿,猿 monkey  エン  さる
葛,"葛 arrowroot  カツ  くず arrowroot, kudzu"
傘,傘 umbrella  サン  かさ
蒸,蒸 heat with steam  ジョウ  む.す to heat with steam  む.れる to be steamed; to get musty  む.らす to cook with steam
啓,啓 disclose  ケイ
劣,劣 inferior  レツ  おと.る to be inferior to
撤,撤 withdraw  テツ
殴,"殴 assault  オウ  なぐ.る to assault, hit"
盾,盾 shield  ジュン  たて
衰,"衰 grow weak  スイ  おとろ.える to grow weak, decline"
滝,滝 waterfall  たき
慰,"慰 console  イ  なぐさ.める to console  なぐさ.む to be diverted, to forget one's worries"
蛇,蛇 snake  ジャ  ダ  へび
梨,梨 Japanese pear tree  なし
癖,癖 personal habit  ヘキ  くせ
潤,"潤 moisten  ジュン  うるお.す to moisten, to wet; to benefit, to profit  うるお.う to be wet  うる.む to be moist, be dull"
菓,菓 candy  カ
鉢,鉢 bowl  ハツ  ハチ
戯,"戯 frolic  ギ  たわむ.れる to frolic, to play"
腸,腸 intestines  チョウ
偏,偏 lean towards  ヘン  かたよ.る to lean towards
巣,巣 nest  ソウ  す a nest
宴,宴 banquet  エン
耕,"耕 cultivate  コウ  たがや.す to cultivate, to plow, to till"
炉,炉 hearth  ロ
棟,棟 ridge of a roof  トウ  むね  むな-
洞,洞 cave  ドウ  ほら
狩,狩 hunt  シュ  か.り hunting  か.る to hunt
陛,陛 his Highness  ヘイ
磁,磁 magnetism  ジ
潔,"潔 gallant  ケツ  いさぎよ.い gallant, manly; upright; undefiled, clean"
膜,膜 membrane  マク
乏,"乏 poor  ボウ  とぼ.しい poor, scanty"
祥,祥 good omen  ショウ
曽,曽 formerly  ソウ  ゾ
舗,舗 pavement  ホ
抽,抽 extract  チュウ
睡,睡 drowsy  スイ
賭,"賭 gamble  ト  か.ける to gamble, wager, bet"
括,括 fasten  カツ
貢,"貢 support  コウ  ク  みつ.ぐ to support (financially), to pay tribute"
犠,犠 sacrifice  ギ
粗,"粗 coarse  ソ  あら.い coarse, rough"
卑,"卑 shabby  ヒ  いや.しい shabby, mean, vulgar  いや.しむ  いや.しめる to disdain, scorn"
貼,貼 stick  チョウ  は.る to stick
拉,拉 kidnap  ラ
牲,牲 animal sacrifice  セイ
帆,帆 sail  ハン  ほ
挿,挿 insert  ソウ  さ.す to insert
翻,"翻 flutter  ホン  ひるがえ.る to flutter, to flap  ひるがえ.す to change one's mind; to fly (flag, etc.)"
羊,羊 sheep  ヨウ  ひつじ
枕,枕 pillow  まくら
錯,錯 confused  サク
謙,謙 self-effacing  ケン
鉱,鉱 mineral  コウ
珠,珠 pearl  シュ
蓄,"蓄 store  チク  たくわ.える to store, to save"
拓,拓 clear the way  タク
鼓,鼓 hand drum  コ  つづみ
膚,膚 skin  フ
粋,"粋 purity  スイ  いき chic, style"
尉,尉 military officer  イ
胃,胃 stomach  イ
后,后 empress  コウ
粘,"粘 sticky  ネン  ねば.る to be sticky, tenacious"
披,披 exposed  ヒ
徐,徐 gradually  ジョ
悦,悦 ecstasy  エツ
堪,"堪 endure  カン  た.える to endure, withstand"
挟,挟 put between  キョウ  はさ.む to put between  はさ.まる to be caught between
冠,冠 crown  カン  かんむり
郊,郊 suburbs  コウ
愉,愉 pleasure  ユ
尿,尿 urine  ニョウ
顎,顎 chin  ガク  あご
誓,"誓 vow  セイ  ちか.う to vow, swear"
憂,"憂 grieve  ユウ  うれ.える to grieve, to be distressed  うれ.い sorrow  う.い unhappy"
簿,簿 record book  ボ
糧,"糧 provisions  リョウ  ロウ  かて provisions, food"
架,架 to erect  カ  か.ける  か.かる to be erected
芽,芽 bud  ガ  め a bud
軸,軸 axis  ジク
苛,苛 irritation  カ  いら
蓋,蓋 lid  ガイ  ふた
銅,銅 copper  ドウ
盆,盆 tray  ボン
凶,凶 villain  キョウ
妃,妃 queen  ヒ
庶,庶 commoner  ショ
秩,秩 regularity  チツ
裾,裾 foot of a mountain  すそ foot of a mountain; cuff; hem
幽,幽 secluded  ユウ
凡,凡 simple  ハン  ボン
漠,漠 vague  バク
拙,"拙 bungling  セツ  つたな.い bungling, clumsy, unskillful"
恒,恒 constancy  コウ
暦,暦 calendar  レキ  こよみ
腫,"腫 tumour  シュ  は.れる to swell  は.れ a swelling, a boil  は.らす to inflame"
峠,"峠 ridge  とうげ ridge, mountain pass"
宰,宰 superintend  サイ
蛮,蛮 barbarian  バン
窮,窮 reach an extreme  キュウ  きわ.まる to reach an extreme  きわ.める to go to extremes
擦,"擦 chafe  サツ  す.る to chafe, rub  す.れる to wear out, to be rubbed"
爪,爪 claw  つめ  つま- claw; fingernail
稚,稚 immature  チ
辱,"辱 humiliate  ジョク  はずかし.める to humiliate, disgrace"
嵐,嵐 storm  あらし
憤,憤 indignant  フン  いきどお.る to be indignant (at)
癒,"癒 cure  ユ  い.える to get better, to heal  いや.す to cure"
鬱,鬱 depression  ウツ
疎,"疎 estranged  ソ  うと.い estranged from  うと.む to shun, slight"
雰,雰 atmosphere  フン
彰,彰 patent  ショウ
肺,肺 lungs  ハイ
傑,傑 excellence  ケツ
拘,拘 arrest  コウ
頻,頻 repeatedly  ヒン
緯,緯 horizontal  イ
妖,"妖 bewitching  ヨウ  あや.しい suspicious-looking, dubious"
豚,"豚 pork  トン  ぶた pork, pig"
藍,藍 indigo  ラン  あい
矛,矛 halberd  ム  ほこ
鍛,"鍛 to temper  タン  きた.える to temper, forge"
繊,繊 slender  セン
縫,縫 sew  ホウ  ぬ.う to sew
把,把 grasp; bundle  ハ
楼,楼 watchtower  ロウ
捉,"捉 capture  ソク  とら.える to capture, seize"
漬,"漬 pickle  つ.ける to pickle, soak  つ.かる to be soaked in, well seasoned"
紳,紳 gentleman  シン
飽,"飽 grow weary  ホウ  あ.きる to grow weary of  あ.かす to feed up; to bore, surfeit"
宛,"宛 address  あて address, destination  あ.てる to address"
閥,閥 clique  バツ
旋,旋 rotate  セン
坪,坪 tsubo  つぼ a tsubo (area covering two tatami)
崖,崖 cliff  ガイ  がけ
鶏,鶏 chicken  ケイ  にわとり
鈍,鈍 dull  ドン  にぶ.い  にぶ.る to become dull
峡,峡 gorge  キョウ
溝,溝 ditch  コウ  みぞ
朴,朴 simple; magnolia  ボク
軌,軌 rut  キ
瓦,瓦 tile  ガ  かわら
喪,喪 mourning  ソウ  も
墨,"墨 black ink  ボク  すみ black ink, ink stick"
疫,疫 epidemic  エキ  ヤク
貝,貝 shellfish  かい
遍,遍 everywhere  ヘン
濁,"濁 muddy  ダク  にご.る to become muddy, turbid  にご.す to make muddy"
缶,缶 can  カン
扇,扇 folding fan  セン  おうぎ
枯,枯 wither  コ  か.れる to wither  か.らす to let wither; to dry out (tr)
拳,拳 fist  ケン  こぶし a fist
乙,乙 second  オツ
酵,酵 ferment  コウ
堤,堤 embankment  テイ  つつみ
阻,"阻 thwart  ソ  はば.む to thwart, deter"
桑,桑 mulberry  ソウ  くわ
虜,虜 captive  リョ
乞,"乞 beg  こ.う to beg, request"
恭,"恭 respectful  キョウ  うやうや.しい respectful, reverent"
鐘,鐘 bell  ショウ  かね
剰,剰 surplus  ジョウ
慈,"慈 affection  ジ  いつく.しむ to treat with affection, love"
径,径 diameter  ケイ
培,"培 cultivate  バイ  つちか.う to cultivate, to plow"
擁,擁 hug  ヨウ
郭,郭 quarters  カク
呪,呪 curse  ジュ  のろ.う
砕,砕 smash  サイ  くだ.く to smash  くだ.ける to be smashed
汰,汰 luxury  タ
勃,勃 sudden  ボツ
翁,翁 venerable old man  オウ
絹,絹 silk  ケン  きぬ
譜,譜 music  フ
陵,陵 mausoleum  リョウ  みささぎ imperial mausoleum
痴,痴 stupidity  チ
笛,"笛 flute  テキ  ふえ flute, whistle"
昧,昧 dark  マイ
訟,訟 sue  ショウ
唾,唾 saliva  ダ  つば
肪,肪 obese  ボウ
塀,塀 fence  ヘイ
碁,碁 Go  ゴ
敢,敢 daring  カン
塁,塁 base (in baseball)  ルイ
